authors,body,datetime,title,url
George Ramsay,"Simone Biles has revealed that she thought “the world is going to hate me” after withdrawing from the gymnastics team event at the Tokyo Olympics.In an interview with the Call Her Daddy podcast released on Wednesday, Biles spoke about how she was affected by “the twisties” during the Games, which causes a gymnast to lose track of where their body is and how it moves through the air.The four-time Olympic gold medalist was replaced by Jordan Chiles in the team event and later explained that she needed to prioritize her mental health.“If I could have got on a plane and flown home, I would have done it,” Biles said. “As soon as I landed (the vault), I was like, ‘America hates me, the world is going to hate me, and I can only see what they’re saying on Twitter right now.’“That was my first thought … I thought I was going to be banned from America. Because that’s what they tell you, ‘Don’t come back if it’s not gold. Gold or bust – don’t come back.’”Biles went on to win bronze in the balance beam in Tokyo but took an extended break from gymnastics after the Games.She returned to the sport last year and became the most decorated male or female gymnast ever when she passed Belarusian Vitaly Scherbo’s record of 33 overall medals across the Olympics and the world championships.During last year’s world championships, Biles won four gold medals – in the team, all-around, beam and floor competitions – as well as a silver in the vault.The 27-year-old could add to her medal haul at this year’s Olympics in Paris, which begin on July 26.Speaking on Call Her Daddy, she elaborated on what the twisties feel like, comparing it to the yips in golf or baseball. In gymnastics, however, the phenomenon is potentially more dangerous if it causes an athlete to land dangerously.“It’s like your mind and your body is at a disconnect,” said Biles.“Your body is going to try to do something, and your mind is like, ‘No, you’re not doing this, you’re going to open out, you’re going to do this’ … You’ve been doing something for so long and you now no longer have control.”CNN’s Issy Ronald contributed to reporting.",2024-04-17 08:05:00,Simone Biles thought ‘the world is going to hate me’ after experiencing the twisties at the Tokyo Olympics,https://edition.cnn.com/2024/04/17/sport/simone-biles-twisties-tokyo-olympics-spt-intl/index.html
Krystal Hur,"A version of this story first appeared in CNN Business’ Before the Bell newsletter. Not a subscriber? You can sign up right here. You can listen to an audio version of the newsletter by clicking the same link.The 2024 gangbusters rally in stocks has skidded to a screeching halt.The S&P 500 index has fallen 4.6% so far in April, and all three major US indexes are on track for their first negative month since last October. The Dow Jones Industrial Average is on the brink of wiping out its gains since the start of 2024 — it’s up just 0.2% — while the S&P 500 is up 5.1% and the Nasdaq Composite has added 3.9%.CNN’s Fear & Greed Index, which measures seven barometers of market sentiment, closed Thursday at a “fear” reading, down from “greed” a month ago.Behind the turmoil? Strong economic data and sticky inflation have led Wall Street to push back its expectations for when the Federal Reserve will begin cutting interest rates. A boost to oil prices from rising tension in the Middle East hasn’t helped.Data released this month showed that inflation remains stubbornly above the Fed’s 2% target. Employers added a stunning 303,000 jobs in March, blowing past expectations. Spending at US retailers rose for the second consecutive month, highlighting the US consumers’ resilience even with rates perched at a 23-year high.Then, Fed Chair Jerome Powell said on Tuesday that rate cuts will likely come later than expected and that the central bank will need to see more signs of moderating inflation before pivoting.Traders now project that the Fed will begin easing rates in July or September, according to the CME FedWatch Tool. Investors earlier this year expected as many as six rate cuts in 2024, starting in March.“We believe investors should prepare for a higher-for-longer regime when it comes to both inflation and interest rates,” wrote Michael Landsberg, chief investment officer at Landsberg Bennett Private Wealth Management, in a Thursday note.The International Monetary Fund on Tuesday upgraded its forecast for American economic growth this year but warned that inflation will be tough to tamp down. While the US will be a key driver of global growth, its economy is “overheated,” the organization said.“This calls for a cautious and gradual approach to (monetary) easing by the Federal Reserve,” IMF chief economist Pierre-Olivier Gourinchas wrote in a blog post accompanying the agency’s outlook.Bond yields have spiked this week as investors wager that rates will remain elevated for longer than expected. The 10-year US Treasury yield was trading at 4.65% at 3 pm ET on Thursday, according to Tradeweb.Investors had hoped that corporate earnings would help revive the stalled rally, but a strong start to the season hasn’t been enough to excite investors. Roughly 13% of S&P 500 companies have reported quarterly results so far. Blended first-quarter earnings growth, which combines estimates with actual results, is roughly 0.9%, according to FactSet data. Yet, stocks have continued to falter.Adding to Wall Street’s woes are brewing tensions in the Middle East. Iran launched airstrikes at Israel over the weekend in retaliation for a suspected Israeli strike on its embassy compound in Syria earlier this month. Israel carried out a strike inside Iran in response, a US official told CNN Friday. Israel has not commented, while Iranian officials and state-aligned media have so far sought to play down the incident.Oil prices initially spiked higher on reports of the attack on Iran but reversed those gains as the limited nature of the action became apparent.Brent crude futures, the international benchmark, were down 0.4% at $86.80 per barrel by 6.45 am ET, having earlier spiked more than 3%. US crude futures slipped 0.3% to trade at $82.50, also reversing earlier gains. Both contracts have fallen so far this month but are still up about 15% since the start of the year.Investors are searching for safer havens over stocks. Gold futures have risen this month as traders seek protection from geopolitical turmoil and persistent inflation. The most actively-traded gold futures contract settled at $2382.30 a troy ounce on Thursday.Mortgage rates soared this week, breaching the key 7% threshold and extending America’s home affordability crisis, reports my colleague Bryan Mena.The 30-year fixed-rate mortgage averaged 7.10% in the week ending April 18, up from 6.88% the previous week, according to Freddie Mac data released Thursday. A year ago, the average 30-year fixed-rate was 6.39%.Breaching 7% represents a psychological threshold that hadn’t yet been crossed this year.Mortgage rates are climbing based on expectations that the Federal Reserve won’t cut interest rates anytime soon. The Fed doesn’t directly set mortgage rates, but its actions do influence them, and persistently hot inflation readings are keeping the Fed on hold.“As rates trend higher, potential homebuyers are deciding whether to buy before rates rise even more or hold off in hopes of decreases later in the year.” said Sam Khater, Freddie Mac’s chief economist, in a statement.If inflation stalls any further, or even worsens, mortgage rates could climb higher this year.Read more here.Apple is planning to buy more components from Vietnam, underscoring a trend among global tech firms to look beyond China to secure their supply chains, cut costs and open up new markets, reports my colleague Anna Cooban.CEO Tim Cook made the pledge in a meeting with Vietnamese Prime Minister Pham Minh Chinh in Hanoi Tuesday, according to a statement by Vietnam’s government.Apple (AAPL) has already spent almost $16 billion through its supply chain in the country since 2019, the government quoted Cook as saying. And the company has created more than 200,000 jobs in Vietnam, it added.According to the statement, Cook said Apple “stands ready … to enhance cooperation and investment activities” in the Southeast Asian country.His visit highlights Vietnam’s growing importance to global companies looking for alternatives to China as trade tensions between Beijing and the West have escalated in recent years.Read more here.",2024-04-19 07:41:00,What stalled this year’s seemingly infallible stock market rally,https://edition.cnn.com/2024/04/19/investing/premarket-stocks-trading-stocks-fed-oil/index.html
Juliana Liu,"Editor’s Note: Sign up for CNN’s Meanwhile in China newsletter which explores what you need to know about the country’s rise and how it impacts the world.Apple has removed WhatsApp and Threads from its app store in China, following an order from the country’s internet watchdog which cited national security concerns.“We are obligated to follow the laws in the countries where we operate, even when we disagree,” an Apple spokesperson told CNN on Friday. “The Cyberspace Administration of China ordered the removal of these apps from the China storefront based on their national security concerns. These apps remain available for download on all other storefronts where they appear.”The apps, both owned by Meta (META), were already blocked in China and not widely used. They could be accessed in the country only by using virtual private networks (VPNs) that can encrypt internet traffic and disguise the user’s online identity.The removal of the apps by Apple (AAPL) represents a “further distancing between already separated tech universes” in the country and beyond, said Duncan Clark, chairman of Beijing-based investment advisory BDA China.“It will cause inconvenience to consumers and businesses (in China) who deal with family, friends or customers overseas. Even if they use VPNs to access their existing WhatsApp apps, these over time will become obsolete and require updating,” he said.Other popular Western social media apps including X (formerly Twitter), Facebook, Instagram and Messenger are still available on Apple’s China app store, according to a check by CNN.The tech giant’s announcement comes against a backdrop of plunging iPhone sales in the world’s second largest economy. Its smartphone sales tumbled a stunning 10% in the first quarter of this year, according to market research firm IDC.The company has lost momentum in China as nationalism, a rough economy and increased competition have hurt Apple over the past several months.The resurgence of Huawei and other Chinese brands, including Xiaomi and OPPO/OnePlus, will likely continue, according to IDC. Chinese consumers who once would have considered Apple are now turning to the country’s national brands.Besides being a key production center, China remains an important market for Apple as it is the largest market behind the United States. The company continues to offer discounts in the country to help boost sales.Its CEO Tim Cook visited Shanghai just last month to open the second biggest Apple store in the world.— Hassan Tayir contributed reporting.",2024-04-19 02:08:00,"Apple deletes WhatsApp, Threads from China app store on orders from Beijing",https://edition.cnn.com/2024/04/19/tech/china-apple-whatspp-threads-removal-hnk-intl/index.html
Kevin Dotson,"USA Basketball unveiled the player roster Wednesday for the men’s team that will compete in the 2024 Paris Olympics.Three years after the Tokyo Olympics saw several of top US players sit out the Games in the midst of the Covid-19 pandemic, the 2024 edition of the “Dream Team” will once again feature a roster loaded with future hall of famers and many of basketball’s brightest young stars.The team will be anchored by Los Angeles Lakers forward LeBron James, making his fourth appearance after skipping the past two Olympics.The 39-year-old James has previously brought home two gold medals (2008, 2012) and a bronze (2004).James will be joined by his Lakers teammate Anthony Davis, the Golden State Warriors’ Stephen Curry, the Phoenix Suns’ Kevin Durant and Devin Booker, the Boston Celtics’ Jayson Tatum and Jrue Holiday, Anthony Edwards of the Minnesota Timberwolves, the Los Angeles Clippers’ Kawhi Leonard, Tyrese Haliburton of the Indiana Pacers and the Miami Heat’s Bam Adebayo.This will be the 36-year-old Curry’s first Olympic Games, making him the fifth player to represent the Warriors at an Olympics with Team USA.The squad will also feature Philadelphia 76ers’ big man and reigning NBA MVP Joel Embiid, who has decided to make his Olympic debut competing for the US.Embiid could have chosen to play for his native Cameroon or France.The team’s head coach will be Golden State’s Steve Kerr, who takes over the role from Gregg Popovich, who led Team USA to gold in the Tokyo Games.The US team will hold a training camp and exhibition games in Las Vegas in July, before traveling to Paris.The Opening Ceremony for the 2024 Paris Olympics will take place on July 26 with men’s basketball play beginning the following day.",2024-04-17 08:58:00,LeBron James headlines Team USA’s 2024 Paris Olympics men’s basketball squad,https://edition.cnn.com/2024/04/17/sport/lebron-james-headlines-usa-2024-paris-olympics-mens-basketball-squad-spt-intl/index.html
Samantha Delouya,"Last year, Netflix made a particularly risky bet by pushing users who share passwords to create their own accounts — but it’s paid off.Netflix, the dominant player in streaming, added more than 9 million subscribers in the first three months of the year, hitting a record high of 269.6 million subscribers.“It added more subscribers than many analysts, myself included, expected,” said eMarketer senior analyst Ross Benes. “This signals that password sharing was even more common than previously thought as Netflix keeps converting freeloader viewers into paid users.”While the subscriber additions topped Wall Street’s estimates, the company still reported a drop in growth from its blowout fourth-quarter report, when Netflix added 13 million subscribers. Netflix announced Thursday that it plans to stop sharing its quarterly subscriber numbers in 2025.The company also reported $9.37 billion in revenue and earnings per share of $5.28 for the first quarter, beating Wall Street’s estimates, according to FactSet.However, the stock, which has been a darling of Wall Street this year, fell in after-hours trading.Much of the company’s past growth and success, analysts say, has come from its old, well-established business model. In recent months, Netflix has made moves to expand and even radically reinvent its business in an effort to juice profit.While streaming competitors like Disney+, Hulu, Max (owned by CNN’s parent company Warner Bros. Discovery) and Peacock work to draw in subscribers with original programming, Netflix has made big bets lately in live sports, video games, and in deals to license other providers’ content — all while transitioning from an advertising-free subscription service to a full-blown ad-supported juggernaut.<h2>Netflix’s reinvention</h2>For Netflix, last month’s Oscars were a disappointment: Though the streaming service led its rivals in nominations, it took home just one award, for best live-action short film. Going forward, the company seems to be moving away from what it was known for: spending its money on developing the big-budget films and TV shows able to win those awards.The company’s first-quarter letter to shareholders laid out several goals to “sustain healthy growth long term,” including: “Improve the variety and quality of our entertainment — with more great TV shows and movies, a stronger slate of games and must-watch live programming.”In recent months, after “Suits” exploded in popularity on the platform, Netflix has indicated that it plans to license more content from other studios. New generations are rediscovering iconic shows from the 90s and the early aughts, like “Seinfeld” and “Sex and the City” after they show up on Netflix’s platform.“They’re getting tons of viewership on both original content and licensed content,” Alicia Reese, an equity analyst who covers Netflix for Wedbush Securities, said. “It’s productive and it’s cheaper for them.”Netflix has also expanded into live and sports programming this year, encroaching on traditional TV’s domain. In February, Netflix aired its first-ever awards show, the Screen Actors’ Guild Awards, and announced a 10-year deal to air “WWE Raw” live, valued at more than $5 billion.In the fight for eyeballs, Netflix has gotten creative, partnering with Rockstar Games’ “Grand Theft Auto,” the wildly popular action-adventure video game franchise, to further push into the video game space.“We’re stoked by the performance of GTA,” Netflix co-CEO Greg Peters said in January. “We were in the top mobile game downloads for several weeks, which shows it was not only big for us, but big numbers for mobile gaming in general.”Reese has faith in Netflix’s new direction.“Netflix has that winning formula right now,” she said. “They have a lot of content of various types that keep people using the service at various price points.”<h2>TV with ads, again</h2>Reese said she believes Netflix also has other avenues of growth including the company’s newer advertising-supported subscription tier.The ad tier, which costs $6.99 per month in the United States, significantly less than Netflix’s other subscription plans, has seen explosive growth since it was introduced in late 2022, according to the company. In January, Netflix’s president of advertising, Amy Reinhard, shared that Netflix’s ad-tier had more than 23 million users.While the company did not share an updated number of ad-tier users, in Thursday’s shareholder letter, Netflix said its ads membership grew 65% quarter-over-quarter.Reese said Netflix’s future growth could hinge on its success in the advertising space.In January, Peters said the company aimed to snatch more ad dollars from traditional TV competitors.“We know ad dollars follow engagement. We’ve got the most engaged audience so we believe we’re well positioned to capture some of that ad spend that shifts from linear to streaming,” he said.<h2>Netflix will stop sharing quarterly subscribers</h2>On the company’s earnings call, Netflix co-CEO Greg Peters discussed the company’s decision to stop sharing quarterly paid subscriber numbers beginning in 2025.“We’ve evolved, and we’re going to continue to evolve, developing our revenue model and adding things like advertising and our extra member features. Things that aren’t directly connected to number of members,” he said. “So, each incremental member has a different business impact.”Benes from eMarketer, said Netflix’s decision to stop sharing subscriber numbers allows the company to “quit while its ahead and go out as the world heavyweight champ in subscribers”“Netflix is emphasizing what benefits them,” Benes said. “The password sharing boosts will eventually recede and it will be very difficult to continue to add as many subscribers as they have added in the last few quarters.”",2024-04-19 06:39:00,Netflix cracked down on password sharing. The result? Millions of new subscribers,https://edition.cnn.com/2024/04/18/business/netflix-earnings-first-quarter/index.html
"Laura He,Olesya Dmitracova","Oil prices jumped overnight after explosions were reported near the Iranian city of Isfahan, but those gains dissipated Friday as officials sought to play down the latest escalation in Middle East tensions.Brent crude, the global oil benchmark, was down 0.4% at $86.8 per barrel, having earlier spiked more than 3%. US crude futures slipped 0.3% to trade at $82.50, also reversing earlier gains.Israel carried out a military strike inside Iran, a US official told CNN, a move that could push the oil-rich region deeper into conflict. The Israeli military has not commented, and Iran has not identified the source of the attack.Israeli Prime Minister Benjamin Netanyahu had said Thursday that the country would make its “own decisions” when responding to Iran’s unprecedented airstrikes last weekend, most of which were intercepted. Iran launched the attack in retaliation for a suspected Israeli strike on its embassy compound in Syria earlier this month.The overnight attack on Iran and “the threat of retaliation to it” has increased the risk to physical supply of oil, although the market response in European hours “suggests that some of that risk has already been priced in,” Neil Shearing, chief economist at consultancy Capital Economics, wrote in a note Friday.Oil prices have gained about 15% so far this year, driven higher by fear of a wider Middle East conflict, supply curbs by the Organization of the Petroleum Exporting Countries and expectations of stronger Chinese demand.The oil market’s biggest fear is that a wider war could disrupt shipping through the Strait of Hormuz, a narrow waterway off Iran’s southern border through which more than a quarter of global maritime oil trade flows each day.Iran is a big oil producer but exports most of its crude to China because of long-standing international sanctions. Still, a reduction in Iranian oil exports would have a “massive” impact on the global market as China would be forced to compete with other countries for supplies, according to Richard Bronze, co-founder of data firm Energy Aspects.There are also risks to oil supply elsewhere, analysts at ANZ, a bank, noted Friday.The United States has announced that it will reinstate sanctions on Venezuela’s oil industry, which could disrupt its exports. Mexico also said earlier this month that it would cut back oil exports because of strong domestic demand.Other markets also reacted strongly initially to the latest salvo in the Middle East conflict. Gold prices jumped as traders rushed into safe-haven assets, although they trimmed those gains in European hours.Most stock markets in Asia closed sharply lower. Taiwan’s Taiex index tumbled 3.8%. Japan’s Nikkei 225 ended 2.7% down. South Korea’s Kospi closed 1.6% lower. Hong Kong’s Hang Seng index fell 1%.The market impact weakened as Iranian state-aligned media reported that the attack appeared to be limited in scope. A regional intelligence source with knowledge of Iran’s potential reaction to Friday’s strike said direct state-to-state strikes between the country and Israel were “over.”European stock markets were trading only slightly lower by 6:30 a.m. ET. The region’s benchmark Stoxx 600 index was 0.4% down.Meanwhile, Israel’s benchmark Tel Aviv 125 Index, which comprises the 125 most valuable companies on the Tel Aviv Stock Exchange, was flat.On Thursday, S&P Global Ratings cut the country’s sovereign credit rating to A+ from AA- on increased geopolitical risk from its war with Hamas and friction with Iran.“We expect a wider regional conflict will be avoided, but the Israel-Hamas war and the confrontation with (Iran-backed) Hezbollah appear set to continue throughout 2024,” S&P analysts wrote.Hamas attacked Israel on October 7, killing about 1,200 people and taking more than 250 hostages.",2024-04-19 06:48:00,Oil prices get short-lived boost from attack on Iran,https://edition.cnn.com/2024/04/19/investing/oil-prices-gold-stocks-israel-iran-attack-intl-hnk/index.html
Ben Morse,"The NBA has banned Toronto Raptors player Jontay Porter from the league after an investigation found that the 24-year-old had violated betting rules, the league said.The league announced in March it had opened an investigation into anomalies involving bets pertaining to Porter after unusual betting patterns around the player emerged.The NBA said its investigation found that Porter had “violated league rules by disclosing confidential information to sports bettors, limiting his own participation in one or more games for betting purposes, and betting on NBA games.”“There is nothing more important than protecting the integrity of NBA competition for our fans, our teams and everyone associated with our sport, which is why Jontay Porter’s blatant violations of our gaming rules are being met with the most severe punishment,” NBA commissioner Adam Silver said in a statement.“While legal sports betting creates transparency that helps identify suspicious or abnormal activity, this matter also raises important issues about the sufficiency of the regulatory framework currently in place, including the types of bets offered on our games and players,” added Silver.“Working closely with all relevant stakeholders across the industry, we will continue to work diligently to safeguard our league and game.”The NBA said in a news release that the league has shared and will continue to share information with federal prosecutors. The league also said its investigation remains open and may result in further findings.The Raptors are “fully supportive of the league’s decision” and the team will continue to cooperate with the ongoing investigations, the team said in a release.CNN has sought comment from Porter’s representation.<h2>$80,000 bet frozen</h2>The investigation found that Porter informed someone who he knew to be an NBA bettor about his health status – which is confidential information – before a game on March 20.Subsequently, another person associated with Porter placed a $80,000 bet on the Raptors player underperforming in that game, which would have won $1.1 million.The $80,000 bet on the March 20 game was frozen due to the “unusual betting activity and actions of the player,” the NBA said.The NBA also found that Porter affected his own participation in games to influence bets on his performance in Toronto games.Additionally, the league also found that Porter placed at least 13 bets on NBA games between January and March this year.The bets totaled $54,094, ranging from $15 to $22,000, with the total payout being $76,059, resulting in net winnings of $21,965.While Porter was not involved in any of the games in which he bet on, there was a series of bets on a Raptors game in which he predicted that Toronto would lose. All three bets were unsuccessful.In 26 games this season with the Raptors, Porter averaged almost 14 minutes and just over four points per game.This story has been updated with additional information.",2024-04-17 18:32:00,NBA bans Toronto Raptors’ Jontay Porter for violating league’s gambling rules,https://edition.cnn.com/2024/04/17/sport/jontay-porter-banned-nba-gaming-rules-raptors-spt-intl/index.html
"George Ramsay,Amanda Davies,Aleks Klosok","Few athletes can claim to be as dominant in their discipline as Mondo Duplantis, the pole vault star who has broken the world record a staggering seven times.His latest record of 6.23 meters, achieved at last year’s world championships, is seven centimeters higher than anyone else has managed in the history of the sport, a testament to his supremacy in the pole vault over the past four years.Duplantis’ medal haul is also impressive, boasting an Olympic gold and four world championship titles – two indoor and two outdoor – with his sights set on further Olympic success in Paris later this year.And as for world records, Duplantis promises that he’s not done yet.“I think in the near future, I hope to just raise it up as little as I can because I think that’s all I need to do for a world record,” he tells CNN Sport’s Amanda Davies. “I know that I can jump higher. I know that I have higher heights in me.“I know what I need to do to get into those 6.30-type marks … I want to be dominant in the sport because I know that’s what I’m capable of, trying to win every competition and get the most out of myself at every meet that I’m at.“If I’m able to jump high, jump a world record, then that’s just a cherry on top.”Sporting pedigree runs in the Duplantis family: his father was a former top pole vaulter and his mother a heptathlete who competed for Sweden.He has been pole vaulting for almost as long as he could walk, taking his first steps in the sport as a three-year-old in his parents’ backyard in Lafayette, Louisiana, where a runway, bar and crash mat were installed for him and his siblings to use.While most athletes would take up the sport in their teenage years, it has been a lifelong affair for Duplantis, his childhood hobby gradually morphing into a successful career.He will never tire, he explains, of the feeling of climbing into the air, bending his body over a bar and falling back down to earth.“It’s special, and I think that it’s so hard to compare to most things,” he says. “But when you get it right, it’s like you’re kind of doing this little dance with the pole.“It happens fast. I feel like when I’m on my game and I’m dialed in and everything’s in the place where it needs to be then it’s super cool. It’s like riding a wave.”One of the more technical events in track and field, pole vault requires a unique blend of speed, strength and flexibility, though the mental aspect, says Duplantis, is just as important as the physical demands.“You have to be a little bit – or quite a bit – crazy to be able to dare to pole vault because it is a little bit of a freaky sport, in a way,” he explains.“You have to have the guts to be able to push yourself, and you’re going to be uncomfortable a lot of the time when you’re going up to stiffer poles, longer poles, trying new heights, new barriers all the time.”Born and raised in Louisiana, Duplantis has dual Swedish and American citizenship but competes for his mother’s native country on the international circuit.He is the strong favorite to defend his gold medal at the Paris Olympics, which officially begin on July 26, but had to work hard to win a second indoor world title last month after failing twice at 5.85m – a height he would usually expect to clear with ease.In the end, he managed to record a world-leading 6.05m, 15 centimeters higher than American Sam Kendricks in second and 20 clear of Greece’s Emmanouil Karalis in third.Duplantis later admitted that it was the hardest he had ever had to work in a competition, though he will be hoping that his events are more smooth-sailing as he embarks on the outdoor season with the Olympics looming.But when things don’t go as planned, Duplantis would do well to remind himself of his long history with the pole vault, even though the stakes are now higher and the audiences are much bigger than when he first took up the sport.“It’s still the same old pole vault,” he says. “The same event I’ve been doing since I was just a tiny little kid jumping in my backyard. I’m getting better as the year goes on which is a really cool thing. I’m definitely living my dream.”",2024-04-11 04:32:00,Mondo Duplantis aims for ‘dominance’ in ‘freaky sport’ of pole vault after breaking the world record multiple times,https://edition.cnn.com/2024/04/11/sport/mondo-duplantis-pole-vault-paris-olympics-spt-intl/index.html
George Ramsay,"Real Madrid will face Bayern Munich in the Champions League semifinals after defeating Manchester City in a tense penalty shootout on Wednesday.Defender Antonio Rüdiger struck the decisive blow for Real Madrid, burying his penalty into the bottom-left corner before his teammates piled on top of him in celebration.That saw a thrilling tie featuring eight goals across the two games draw to a close as the 14-time European champion triumphed 4-3 on penalties.“Madrid always deliver, that’s part of football,” said Los Blancos midfielder Federico Valverde. “The opposition came into the game stronger, playing better football than us and were favorites.“But we are Madrid and we dug in, defended well and fought hard. That’s how we won the game.”After a thrilling first leg between the two teams ended 3-3 in Madrid, City was fancied to advance in what transpired to be a night of high drama at the Etihad Stadium.Real gained the upper hand in the tie following Rodyrgo’s well-worked goal in the 12th minute.A superb piece of control from Jude Bellingham set up the prelude to the goal, allowing Valverde and Vinícius Jr. to combine and send in a cross to Rodrygo, who scored with his second attempt after his first shot was parried back to his feet by City goalkeeper Ederson.City pushed for an equalizer, and minutes later Erling Haaland struck the bar with a header before Kevin De Bruyne and Jack Grealish also went close.With Real happy to sit deep and defend, the home side continued to press in the second half and was rewarded when De Bruyne slammed a shot into the top of the net after Jérémy Doku’s probing cross into the box.De Bruyne had further chances to win the game for Man City but Real’s rear guard stood firm and the game remained 1-1, 4-4 on aggregate, after extra-time.In the penalty shootout, Luka Modrić’s first attempt was saved by Ederson but City’s advantage disappeared when Bernardo Silva struck his effort straight at a static Andriy Lunin.The Real goalkeeper then saved Mateo Kovačić’s penalty to swing the contest in his side’s favor. Lucas Vázquez, Phil Foden, Nacho, and Ederson all scored with their attempts before Rüdiger stepped up and sent Real into the semifinals.“We showed the attitude and commitment demanded by this jersey,” manager Carlo Ancelotti said after the game.“This is a very special competition for us and we always deliver something that people are not expecting us to produce. Everyone was writing us off but we’re still here.”For City, the chances of once again winning a treble – the Champions League, Premier League and FA Cup – have gone, making this weekend’s FA Cup semifinal against Chelsea even more important.“Congratulations to Real Madrid - they defended so deep with incredible solidarity,” said City manager Pep Guardiola. “We did everything. I don’t have any regrets about what we have done.“Always as managers we try to create more and concede less in every single game because that helps to win. We did everything, defensively and offensively … We played exceptionally in all departments. Unfortunately, we could not win. It is what it is.”",2024-04-18 07:52:00,Real Madrid defeats Manchester City in penalty shootout to reach Champions League semifinals,https://edition.cnn.com/2024/04/18/sport/real-madrid-manchester-city-champions-league-spt-intl/index.html
Ben Church,"Jason Kelce is continuing to do Jason Kelce things even after retiring from the NFL.In the latest episode of the ‘New Heights’ podcast, which he does with his brother Kansas City Chiefs tight end Travis Kelce, the legendary center revealed that he recently lost his Super Bowl LII ring in the most unlikely way possible: in a pool of chili.It occurred at the recent Great “Lombaby Games,” a live show hosted by the brothers which sees teams compete in ridiculous games. One challenge saw participants wade through pools of Skyline chili, searching for replica Super Bowl rings tied to socks.Crucially, though, one of those ‘replicas’ was actually Kelce’s genuine ring, which he won with the Philadelphia Eagles in 2018.“I legitimately lost my Super Bowl ring in this event, they could not find it,” Jason said, with his brother Travis less than impressed.“We have still yet to find it. All of this stuff has been thrown away, so I think we can safely assume that my Super Bowl ring is now in a landfill someplace in the Cincinnati tri-state area. I didn’t think that would happen.”Jason said people had searched through the pools after the event, but that no one could salvage it from the three-way mess of chili, spaghetti and cheese.A metal detector was also used, but to no avail.“The only thing I can think of is, at some point, the sock got kicked out of the three-way and it made its way out of the pool and it was thrown away in some shape or form,” he continued.“The Super Bowl ring is officially gone. We’ve already put the insurance claim in, which I think the insurance company might have some things to say about whether they’re going to cover that.”Travis had little sympathy for his older brother, calling him an “imbecile” for willingly putting such a precious item into a large tub of chili.The exact cost of each a ring is generally kept secret and can vary wildly depending on specifications and size.New England Patriots owner Robert Kraft’s Super Bowl LI championship ring was auctioned off for just over $1 million in 2020, while the auction record for a ring once owned by a player is $230,401.A New England Patriots Super Bowl LI ring which had the name “Brady” on it – because it was made for a family member of quarterback Tom Brady – also fetched $344,927.“So ridiculous. Kids, if you’re watching at home, don’t do what Jason is doing,” Travis said, laughing as he listened to his brother try defend himself.Earlier this year, Jason announced he was retiring from the NFL in an emotional press conference.He had spent his entire 13-season NFL career with the Eagles, including the team’s 2018 Super Bowl win.With such memories locked away in his head forever, the seven-time Pro Bowler didn’t seem too bothered by losing the ring.“It’s just a hunk of metal. I’ll just have another one made, I think,” he added. “They can do that, right? Guess we’re gonna find out.”",2024-04-18 16:46:00,Jason Kelce says he’s lost his Super Bowl LII ring… in a pool filled with chili,https://edition.cnn.com/2024/04/18/sport/jason-kelce-super-bowl-ring-chilli-spt-intl/index.html
