authors,body,datetime,news_site,title,url
"Destinee Adams,Michel Martin","Treating gunshot wounds on children was not what Mikael Petrosyan expected when he entered pediatrics.Petrosyan has been working as a pediatric surgeon at the Children's National Hospital for more than a decade, and he has treated many children injured by guns. He hasn't been able to save them all and has had to tell parents that their children have died from gunshot wounds. ""It's a devastating thing to do, to lose a child for something that has been caused by guns,"" Petrosyan said. ""It's not an accident. It was totally preventable in many ways.""Last year, 106 juveniles were registered as gun shot wound victims in Washington D.C., and 16 of those incidents were fatal, according to the Metropolitan Police Department. Law enforcement in D.C. also recovered  more than 3,000 firearms in both 2022 and 2023 .Petrosyan says having to tell a parent their child has died from gunshot wounds is one of the most difficult parts of his job.Gun violence, including homicides, suicides and unintentional injuries, is the  leading cause of death  among American children and teens, ages 1-19, according to the Centers for Disease Control and Prevention. Last year,  1,682 children and teens were shot and killed  and 4,512 were injured — excluding the number of gun related suicides.As Petrosyan sees it, the physical damage is just the beginning.""There's a lot of damage, not just physical, but psychological and emotional,"" Petrosyan said. ""I'm talking about families and people that are involved, not only parents, family, but also people who are treating the children. They are psychologically impacted significantly.""His colleagues are also feeling the strain to the point that some have stopped working temporarily for relief. Some are even considering early retirement or leaving the field altogether. Petrosyan sat with  Morning Edition 's Michel Martin to discuss his experience as someone who regularly witnesses the effects of gun violence on U.S. youth as part of our ongoing series,  We, The Voters . This interview has been edited for length and clarity. Michel Martin: Little kids aren't — they're not supposed to be injured. Mikael Petrosyan: They're not supposed to be injured. A lot of times they are bystanders. Most of the time they're innocent bystanders, 99.9% of the time. I'm not a politician, but we have to do better than what we have right now. It's not stable. It's not right. There's something we're not doing right.Martin: Most people don't go into pediatrics thinking we're going to be treating gun violence. I mean, it's just I think that's fair to say, right? Petrosyan: Correct. Martin: So, can you just talk about how it affects you and the people you work with, your colleagues, the nurses, the staff, the other doctors?Petrosyan: It does affect us, operating on kids. It's a job that comes with stress. I have three young kids and I go home every day, and I worry about this every day. And I text my wife, 'Are they OK? Was the school OK?' It doesn't matter where you live. Every day I think about it. I drive here every day, I think about it. So, these are things that will never leave me. I wish it did. And it causes stress on everyone. People think you're a surgeon, you're tough, but there's a lot of things associated with it.Martin: Is there something you particularly want people to know who don't see what you see?Petrosyan: People have to understand that we created this problem. It wasn't there before. We've created it. So we have to do something, not just lock the guns. It's not just that. It's education. It's community involvement. It's improving the socioeconomic status of people, communities. We have to do better as Americans, as everyone, as a family. When you lose a child on an operating table in an emergency room, it's devastating. You can't even talk or eat or do anything, many days. It's devastating, and I wouldn't want to wish on anyone. And imagine, as a parent, losing a child. How can you say to the parent that you lost their child? It's one of the most difficult things I've done in my career. It's when you go out there after the trauma resuscitation or an operation, and tell the parents, I'm sorry I couldn't save your child. It wasn't me that caused it, but I feel the responsibility that I wasn't able to save.Martin: Can I ask you if you've ever thought about it? If you've ever thought, 'I can't, I can't do it. This has to stop?'Petrosyan: Not yet. But it's getting there.",2024-04-19 21:37:00 PM EEST,NPR,'We created this problem': a pediatric surgeon on how gun violence affects children,https://www.npr.org/2024/04/19/1245079832/gun-violence-children-pediatric-surgeon-washington-dc
None,"Judith Butler is one of the world's foremost philosophers, whose new book is  Who's Afraid of Gender?  They join panelists Faith Salie, Maz Jobrani, and Roy Blount, Jr., to talk gender, performativity, and making a surprise appearance on  White Lotus",2024-04-20 10:00:00 AM EEST,NPR,"Judith Butler talks gender, performativity, and wanting to be a clown",https://www.npr.org/2024/04/20/1198908721/wait-wait-dont-tell-me-draft-04-20-2024
Emmanuel Akinwotu,"Update - A few hours after this story aired on Friday April 19th,  Tunde Onakoya , the Nigerian Chess master, broke the world record for the longest chess game - at 60 hours straight. He told one journalist he planned to go home and sleep.",2024-04-20 01:51:00 AM EEST,NPR,This Nigerian chess master aims to raise money by playing the longest continuous game,https://www.npr.org/2024/04/19/1245972847/this-nigerian-chess-master-aims-to-raise-money-by-playing-the-longest-continuous
None,"LOS ANGELES — The University of Southern California further shook up its commencement plans Friday, announcing the cancellation of a keynote speech by filmmaker Jon M. Chu just days after making the controversial choice to  disallow the student valedictorian from speaking .The private university in Los Angeles on Monday said it was  canceling valedictorian Asna Tabassum's speech  at the May 10 ceremony because of safety concerns. Tabassum, who is Muslim, has expressed support for Palestinians in the ongoing Israel-Hamas war, and university officials said the response to her selection as valedictorian had ""taken on an alarming tenor."" They did not cite any specific threats.The university's decision was met with praise from pro-Israel organizations but condemnation from free speech groups and the Council on American-Islamic Relations. Students and faculty marched across campus Thursday in silent protest of the university's decision.Now, university officials say they are ""redesigning"" the entire commencement program.""Given the highly publicized circumstances surrounding our main-stage commencement program, university leadership has decided it is best to release our outside speakers and honorees from attending this year's ceremony,"" the university said in an unsigned statement posted Friday. ""We've been talking to this exceptional group and hope to confer these honorary degrees at a future commencement or other academic ceremonies.""Chu was slated to deliver the keynote address at the May 10 ceremony. He is a 2003 graduate of the university who has since directed films like ""Crazy Rich Asians"" and ""Wicked,"" an adaptation for the Broadway musical set for release last this year.More than 65,000 people are expected to gather on campus for commencement, including 19,000 graduates.""Although this should have been a time of celebration for my family, friends, professors, and classmates, anti-Muslim and anti-Palestinian voices have subjected me to a campaign of racist hatred because of my uncompromising belief in human rights for all,"" Tabassum said in a statement earlier this week.The Israel-Hamas war has presented a challenge for colleges under pressure to preserve free speech and open debate, and campuses are expected to be further tested as commencement speeches get underway in the coming weeks.At Columbia University on Thursday, New York police  removed a pro-Palestinian protest encampment  and arrested more than 100 demonstrators. Most of them were charged with trespassing at the Ivy League-institution.Several students involved in the protest said they also were suspended from Columbia and nearby Barnard College. The school said it was still identifying students involved in the protest and added more suspensions would be forthcoming.""Students have a right to free speech but do not have a right to violate university policies and disrupt learning on campus,"" said New York Mayor Eric Adams, who said the city was asked by university officials to remove the encampment.",2024-04-20 07:19:00 AM EEST,NPR,USC cancels filmmaker's keynote amid controversy over canceled valedictorian speech,https://www.npr.org/2024/04/20/1246072697/usc-cancels-graduation-keynote-filmmaker
Chloe Veltman,"Salvador Dalí was known for his surreal artworks featuring melting clocks and craggy desert backgrounds, his eccentric behaviors like driving a car packed to the roof with cauliflower, and his gravity-defying mustache.He was also known for answering questions in cryptic ways. In 1966, when an  interviewer with the CBC  asked the artist if he thought he was crazy, Dalí's response was: ""Dalí is almost crazy. But the only difference between crazy people and Dalí is Dalí is not crazy.""Now, visitors to the  Dalí Museum  in St. Petersburg, Fla., have the opportunity to ask any question they like of the famed surrealist artist who died in 1989.Ask Dalí , a new installation based on a copy of Dalí's iconic  Lobster Telephone  sculpture, allows visitors to pick up the crustacean-shaped receiver, ask a question, and hear Dalí's response. The artist's voice, speaking in heavily-accented English, is made possible through generative artificial intelligence.""Why are the clocks melting?"" is an example of one question someone asks in a promotional  reel  for the installation, which opened on April 11. ""My dear questioner! Think not of the clocks as merely melting. Picture them as a vast dream.""<h2>Bringing Dalí's voice to life through AI</h2>According to  Goodby Silverstein & Partners , the San Francisco-based ad agency that collaborated on the installation with the Dalí Museum, the artist's AI voice was trained on voice samples taken from archival interviews Dalí did in English over his career. (He spoke four languages — Catalan, Spanish, French and English — sometimes interchangeably.)The underlying model is OpenAI's GPT-4. Because GPT-4 is trained on almost all publicly available text, this model includes extensive information about Dalí — an artist with a vast presence on the internet. The Dalí Museum also selected English translations of Dalí's writings in other languages, including his  Mystical Manifesto ,  Diary of a Genius  and  The Secret Life of Salvador Dalí .""These have formed the basis of Dalí's words and tone of voice through careful prompt engineering, refining and testing,"" said Martin Pagh Ludvigsen, Goodby Silverstein & Partners' director of creative technology & AI, in an email to NPR.Ludvigsen said the AI Dalí has answered more than 3,000 questions so far. ""People ask big questions about life, love and death from Dalí,"" Ludvigsen said, adding he is able to monitor the AI's answers, but not the visitors' specific questions. The AI ""frequently speaks of [Dalí's] wife Gala when discussing love — 'My marriage to Gala was an exquisite tapestry of love, beyond the binaries of mortal understanding,' just popped up in the tool."" Ludvigsen said the AI has also responded to questions about why humans kill animals: ""A question soaked in existential dread yet trivial in the grand canvas of the cosmos. We kill animals perhaps because we are imprisoned in a labyrinth of primal instincts and modern desires, a surreal dance of survival and supremacy."" On why there is so much darkness in the world: ""Challenge the universe with deeper queries, like why do shadows celebrate the sun? Shadows celebrate the sun because they are the silent music of light's absence. Each shadow is a dark fingerprint of the universe, revealing the hidden contours of time and space.""Another frequent topic, according to Ludvigsen, is the  Lobster Telephone  itself. Dalí fashioned at least 10 of the objects in the 1930s. The work is constructed out of an old-fashioned rotary telephone and a plaster lobster. Some versions are all in white — the Dalí Museum in St. Petersburg owns one of these — while others, like the one at The Tate in London, feature a black phone with a red lobster.<h2>From Dalí to DALL-E</h2>This is the latest in an string of tech-infused installations at the Dalí museum. Beginning in 2019, the AI installation  Dalí­ Lives  allowed visitors to interact with Dalí's likeness on a series of screens throughout the museum. Since last year, the interactive installation  Dream Tapestry   has allowed visitors to create original digital paintings from a text description of a dream.Dalí scholar  Elliott King , an associate professor of art history at Washington and Lee University who was not involved with the museum's exhibit, said he thought Dalí would have liked this AI-based interpretation of his voice and work, noting that the popular AI image generator DALL-E is in part inspired by the artist's name. ""He was so interested in scientific advancements,"" King said. ""I think that he would have been really tickled by people talking into this lobster phone.""King said he thought the AI-generated voice worked well compared to the museum's previous efforts. ""It does sound much more like Dalí than anything that I've heard up until now,"" King said. ""His voice is so unusual. He had a very particular way of speaking where he would exaggerate certain words.""But King said some of the AI answers did not sound authentic to Dalí's creative language. King cited the ""Why are the clocks melting?"" question, and its response, ""Picture them as a vast dream,"" as an example. ""That's a little bit vague,"" King said. ""He's never just going to say something nearly so mundane. It's always going to be much more action-packed, much more exciting than just the regular thing that somebody might say.""(After this article was published, Ludvigsen said in an email that the AI's answer to the ""melting clocks"" question in the teaser video is not the full answer the AI gave and was from an early version of the AI that has since been refined.)King said that in Dalí's 1934 book  The Conquest of the Irrational , Dalí describes the melting timepieces as ""the soft, extravagant, solitary paranoiac-critical Camembert of time and space."" ""To be fair, Dalí altered his interpretations of the soft clocks many times throughout his life,"" King said. ""In the 1950s, they were atomic; in the 1960s, they were prognosticators of DNA. But saying they are part of a 'vast dream' almost sounds too clear.""King also said Dalí would never use the word ""hi"" when introducing himself, which is what the AI model does when the museum-goer picks up the lobster phone to speak to the AI surrealist. ""That word sounds so odd coming out of his voice,"" King said. ""He always said, ""Bonjour!"" — always the French — even to say goodbye.""",2024-04-21 20:08:00 PM EEST,NPR,An AI Salvador Dalí will answer any question when called on his famous 'lobster phone',https://www.npr.org/2024/04/21/1246117954/salvador-dali-artificial-intelligence-lobster-telephone-museum
Linda Holmes,"HBO's  The Jinx ,  which aired in 2015 (yes, nine years ago), was a huge contributor to the true-crime boom in television and audio. It came out the same year as Netflix's  Making a Murderer   and only a few months after the first season of the podcast  Serial . Few later attempts have been as successful, though, because they lack  The Jinx 's secret weapon: the participation of the extraordinarily strange, compulsively talkative, and now deceased subject, Robert Durst. The story of the docuseries goes like this: Durst had long been suspected in both the disappearance of his wife, Kathie, in 1982 and the shooting death of his best friend, Susan Berman, in 2000. He had admitted shooting his neighbor, Morris Black, in 2001 but was acquitted by a jury on a theory of self-defense. For reasons known only to himself, Durst chose  to live out his life as an ultrawealthy real estate tycoon, but also to sit for long interviews with director Andrew Jarecki for  The Jinx  to discuss the alleged crimes. These interviews were what made  The Jinx  so compelling. Durst could not stop himself from talking, even when staying silent was obviously in his best interests. This extended to a hot-mic incident that Jarecki treated as a bombshell confession, even though it turned out to be a  bit more complicated than that . The day before the finale aired, Durst was arrested for the murder of Berman, based in part on evidence that the documentarians had uncovered and provided to law enforcement. This follow-up series essentially covers his trial and the time leading up to it. But it, too, lacks the punch that Durst's presence offered the original.There are some things about the self-referential nature of this second chapter that are a little unpleasant.  The Jinx  is now part of the story of Durst's life after his arrest. The filmmakers show some footage of the series finale viewing party they held in 2015 for (among others) the family of the disappeared first wife Durst is suspected of having killed. We watch their (apparent) relief and gratitude when the ""confession"" is played. Not shown: the incident  reported in  The New York Times   in which another guest at the same party (Rosie O'Donnell, for whatever reason) immediately demanded to know why the filmmakers would have withheld this evidence from law enforcement to use it as the kicker to the show, a question that played out in the press as well, along with some  other tough questions about the making of   The Jinx . But the way the viewing party is shown in  Part Two , nobody felt anything but vindicated and thankful. It seems questionable to set up a viewing party for a putative victim's family and film their reaction to your big reveal about her murder, and a bit sketchy to omit parts where people weren't sure you were doing the good deed you think you were doing. Ethically, those things raise some questions. But as television, the biggest problem with the episodes HBO provided to critics (four out of what will eventually be six) is that they're pretty boring. Without Durst's involvement (it seems that he finally stopped participating in documentary-making after he was arrested and died shortly after his conviction), the series often seems to be grasping for revelations. It's also heavily reliant on reenactments, which aren't particularly visually interesting and look a lot like every other true-crime reenactment on TV. The third episode is the best of the four; without spoiling it, it sheds a bit of additional light on the back story, if you're still looking for it. But what  The Jinx – Part Two  reveals is that  The Jinx  was interesting because while Durst might be a murderer, he was also a gruesomely fascinating interview subject. While there's tape here of phone calls from when he was incarcerated, and sometimes you get those ""Bob being Bob"" moments, the mesmerizing aspects of the original are not there.There's no telling what might come in the final two episodes; perhaps they have more to say, and that's why they were held back from critics. The big revelations in  The Jinx  came in the last two episodes, after all. But in the meantime, this feels like a mystery show in search of a mystery, a true crime series with limited truths to share. This piece also appeared in NPR's Pop Culture Happy Hour newsletter.  Sign up for the newsletter  so you don't miss the next one, plus get weekly recommendations about what's making us happy.Listen to Pop Culture Happy Hour on  Apple Podcasts  and  Spotify .",2024-04-20 14:01:00 PM EEST,NPR,"So far, the biggest mystery of the new 'Jinx' is: What's the mystery?",https://www.npr.org/2024/04/20/1245787366/the-jinx-part-two-review-robert-durst-murder
None,"T his week's show was recorded at the Studebaker Theater in Chicago, with host Peter Sagal, guest judge and scorekeeper Helen Hong, Not My Job guest Judith Butler and panelists Maz Jobrani, Faith Salie and Roy Blount Jr. Click the audio link above to hear the whole show.Who's Bill This Time The W Stands For ""Where's The Money?""; The Oblivious Dozen; A Jumbo Shrimp DisasterPanel Questions Airedale AirlinesBluff The Listener Our panelists read three stories about something at the drug store being used for an unusual purpose, only one of which is true.Not My Job: We quiz Judith Butler on scary movies Judith Butler is one of the world's foremost philosophers. Their new book is  Who's Afraid of Gender , but should they be scared of our quiz about horror movies?Panel Questions Crowded Shower Solution; Drop Off DropkicksLimericks Bill Kurtis reads three news-related limericks: Sockeyes For Crow's Feet; Heavy Stepping Chessmen; Ringing in Your Ear and Stinging on Your TongueLightning Fill In The Blank All the news we couldn't fit anywhere elsePredictions Our panelists predict, now that the Endless Shrimp plan backfired, what's next for Red Lobster.",2024-04-20 16:12:00 PM EEST,NPR,"'Wait Wait' for April 20, 2024: With Not My Job guest Judith Butler",https://www.npr.org/2024/04/20/1245939719/wait-wait-for-april-20-2024-with-not-my-job-guest-judith-butler
"Glen Weldon,Linda Holmes","This week, Taylor Swift  delivered some tortured poets , Quentin Tarantino  changed his mind , and at least one Oscars hangover  went on and on and on .Here's what NPR's  Pop Culture Happy Hour  crew was paying attention to — and what you should check out this weekend .<h2>, on Audible</h2>Audible has a romantic fiction podcast called  KoreaBoo   that is too cute. Shayla is an English expat in Korea and you expect her to do the stereotypical romance thing and fall in love with a K-Pop idol, but she ends up falling for her landlord's son. It's incredibly cute and sweet and funny. It's written by Shenee Howard. The episodes are about half an hour long — super easy, delightful, and so cheery.  — Joelle Monique<h2>on Broadway</h2>I am delighted to say that the revival of  The Wiz  has brought me so much joy. I saw it in previews and it just opened on Broadway. It is a multicultural, multicolored delight. Folks who go to see it will be clamoring for the cast recording album because, more than anything, I think what stuck with me is just the wonderful vocal arrangements and orchestrations from this new version. I think people will really enjoy it.  — Soraya Nadia McDonald<h2>Balatro</h2>Balatro  is a deck building video game, which means it's basically poker that you play by yourself. You're dealt this hand, and then you try to build straights and flushes and things of a kind, etc. What makes it addictive is its elegant simplicity: Between hands you get a chance to buy random Jokers and other cards that do different things. And as you go through each run, the amount of points you can get, you have to earn on that hand increase. So, once you don't make it, that's it. You start over, your Jokers go away, you start from zero. You keep playing, and playing, and playing, because moments happen when the Jokers you have assembled interact with each other, and when they do, you see the points multiplying exponentially and you feel completely invulnerable. Producer Liz Metzger mentioned this game so I checked it out and when I looked up, it was the next day.  — Glen Weldon<h2>More recommendations from the</h2>by Linda HolmesDon't miss  Elizabeth Blair's piece for NPR  marking the 50th anniversary of Redbone's  ""Come And Get Your Love.""  It was the first song by an all-Native and Mexican American band to make it into the Billboard Top 10, and she collects some terrific reminiscences. It's a really good piece both to read and to listen to. At six million views on YouTube, the dance video of  the CDK Company  interpreting Gotye's ""Somebody That I Used To Know""  is hardly a hidden gem. But the choreography is fascinating, and it's highly recommended if you're in the mood for a little mind-blowing movement. The Hulu series  Under The Bridge   is based on the true story of a Victoria, B.C. teenager who was killed after going off to meet a bunch of other teenagers. And while that's a dynamic that's been explored before (going back at least to  River's Edge ), this is also an opportunity for recent devotees of Lily Gladstone to see her play the cop who's determined to figure out what happened. Riley Keough plays a journalist who grew up in Victoria and has returned to write a book, only to get very much mixed up in the case.Beth Novey  adapted the Pop Culture Happy Hour segment ""What's Making Us Happy"" for the Web. If you like these suggestions, consider  signing up for our newsletter   to get recommendations every week. And listen to Pop Culture Happy Hour on  Apple Podcasts   and  Spotify .",2024-04-20 00:00:00 AM EEST,NPR,"What's Making Us Happy: A guide to your weekend viewing, listening and gaming",https://www.npr.org/2024/04/19/1245310727/whats-making-us-happy-a-guide-to-your-weekend-viewing-listening-and-gaming
None,"Andrew Davis, an acclaimed British conductor who was music director of the Lyric Opera of Chicago and orchestras on three continents, has died. He was 80.Davis died Saturday at Rusk Institute in Chicago from leukemia, his manager, Jonathan Brill of Opus 3 Artists, said Sunday.Davis had been managing the disease for between 1 1/2 and 2 years, but it became acute shortly after his 80th birthday on Feb. 2. He had conducted the Chicago Symphony Orchestra last December in the U.S. premiere of his own orchestration of Handel's ""Messiah.""""A consummate musician, incredibly versatile and a phenomenal colleague, as well,"" soprano Renée Fleming said in an email to The Associated Press. ""It takes a special kind of command to be a great conductor, the power to make close to a hundred musicians (each one, at heart, a diva or divo) hang on your tiniest gesture. So it is remarkable that even with that strength, Andrew's primary quality was his innate happiness. He was gifted with an infectious joy that somehow came through in every bar of music he made.""As his 80th birthday approached, Davis was invigorated by the challenge of molding an orchestra, especially young players.""Harnessing all that energy and that enthusiasm and that passion, and galvanizing it into a totally, totally unified conception and not just conception but — what's the word? — realization,"" he said during an interview with the AP last July after rehearsing the National Youth Orchestra of the United States of America in workshops and then at New York's Carnegie Hall. ""I berate them more than I would, but I hope always with a twinkle in my eye.""Davis was music director of the Toronto Symphony Orchestra from 1975-88 and Britain's Glyndebourne Festival from 1988-2000; chief conductor of the BBC Symphony Orchestra from 1989-2000 and the Melbourne Symphony Orchestra from 2013-19; then music director of the Lyric Opera from 2000-21.Davis made his Lyric Opera debut in 1987 and led about 700 performances of 62 operas by 22 composers.""He was a true artistic partner to me and a shining light for so many of us,"" Lyric Opera general director Anthony Freud said in a statement. ""We will miss his incredible artistry, his extraordinary wisdom, his irrepressible humor, his unfettered zest for life and his devotion to the arts and the humanities.""Davis conducted a dozen Last Night of the Proms concerts, an annual celebration of Britain at London's Royal Albert Hall. He twice gave the customary speech in the patter of the Major General's song from Gilbert and Sullivan's ""The Pirates of Penzance.""Born in Ashridge, in the Hertfordshire county of England, Andrew Frank Davis played organ for his parish choir and joined the choir at the Watford Grammar School for Boys. He studied piano at London's Royal Academy of Music in London, became an organ student at King's College Cambridge, and played piano, harpsichord and organ with the Academy of St. Martin in the Fields from 1966-70.He made his conducting debut with the BBC Symphony in 1970, became an assistant conductor with the BBC Scottish Symphony Orchestra and Philharmonia Orchestra, then in 1971 made his North American debut with the Detroit Symphony Orchestra.""One of the finest conductors of his generation,"" Carnegie Hall executive and artistic director Clive Gillinson said. ""I worked with him on an ongoing basis at the London Symphony Orchestra, and the players and I were always totally engaged by his superb musicianship.""Davis made his opera-conducting debut in Strauss' ""Capriccio"" at the Glyndebourne in 1973 and the following year met his future wife, soprano Gianna Rolandi, when she sang Zerbinetta in performances of Strauss' ""Ariadne auf Naxos"" that he led at New York's Metropolitan Opera. They got married in 1989 and had a son, composer Edward Frazier Davis.Davis became a Commander of the British Empire in 1992 and a Knight Bachelor in 1999. The family moved to Chicago when he was hired by the Lyric Opera.During the pandemic, Davis translated Virgil's ""Aeneid"" from Latin into English verse.""I took an entrance exam in classics in New College, Oxford,"" he told NPR, ""but then a couple of weeks later I took the organ scholarship trials at King's College, Cambridge, which much to my surprise I won, so that was the end of classics for me.""His wife died in 2021. In addition to his son, he is survived by a sister, Jill Atkins, and brothers Martin Davis and Tim Davis. Funeral services will be private.",2024-04-22 01:12:00 AM EEST,NPR,"Conductor Andrew Davis, who headed orchestras on 3 continents, dies at 80",https://www.npr.org/2024/04/21/1246247881/conductor-andrew-davis-dies
None,"<h2>1. A civil war for the silver screen</h2>Civil War,  the new A24 film from British director Alex Garland, imagines a scenario that might not seem so far-fetched to some;  a contemporary civil war breaking out in the United States.In this world, the U.S. has split into various factions. The president, played by Nick Offerman – has given himself a third term, and he's hoping to fend off an assault from one of the more powerful groups. In what might seem like the most unbelievable narrative twist,  California and Texas form an alliance to become the ""Western Forces""  and fight against Offerman's regime. Sure, I guess!<h2>2. How far are we from reality?</h2>NPR movie critic Bob Mondello says the movie doesn't do a lot of explaining to help us understand how the U.S. got to this moment. But he says that makes it stronger.""What became much more interesting in the moment was what it looks like to transpose things that we've always associated with other countries –  the bombed out helicopters and things like that – to place that in a J.C. Penney parking lot.""And while the film has taken heat for little mention of politics, the question of an actual civil war has everything to do with it. Polling has shown a significant minority thinks a civil war is at least somewhat likely in the next 10 years.   So what do the experts say?<h2>3. Division in the U.S.</h2>Amy Cooter is a director of research at the Center on Terrorism, Extremism, and Counterterrorism at the Middlebury Institute of International Studies. Her work has led her to the question that Garland's movie has put in the minds of both moviegoers and political pundits:  Could a second civil war really happen here? Cooter wants to make one thing clear: ""I don't think that civil war is imminent, but I think there are some people who wish we would have one, and wish that they could be effectively culture soldiers to re-enact a civil order that they see as better for them and their families.""In her studies of militias and political extremists, Cooter has observed  a movement of groups similar to those who joined in on the January 6th riots  who feel disconnected from the current political moment, or perhaps want to return to a previous version of society, that they feel served them better.And while Cooter doesn't think a civil war will be happening anytime soon, she does say this: ""I think we are at a moment of extreme political division that may get worse before it gets better.""",2024-04-20 00:38:00 AM EEST,NPR,Is this fictitious civil war closer to reality than we think?,https://www.npr.org/2024/04/19/1198911283/civil-war-film-real-life-us-far-right-militia-jan-6-possible
Jamal Michel,"The new video game Tales of Kenzera: ZAU opens with two grieving sons and a cleverly framed narrative. You start with Zuberi, a young man in an afro-futurist city, reading the story of Zau in a book his father left him before his demise. Moments later, you're transported through the story to the mythic past, watching Zau as he cries out, demanding that Kalunga, God of Death, restore his own fallen father to life. Kalunga appears to him, but not as a grim reaper might. Rather, he's a no-nonsense older man who tasks Zau with putting three Great Spirits to rest in return for his dad's life. Zau then journeys through fantastical biomes that range from deserts to jungles to volcanoes, all while he and Kalunga debate the meaning of the pain and death they encounter on the way. It's an odyssey through grief and a lesson in the power we wield in the face of indescribable loss. British actor Abubakar Salim, who voices Zau and Zuberi, provides a poignant performance that carries the story. Known for playing the protagonist of Assassin's Creed Origins, Salim founded developer Surgent Studios and based Tales of Kenzera: ZAU on the experience of losing his father. The game captures Salim's Kenyan roots and sheds light on the  Bantu culture he cherishes .  <h2>Learning from the best</h2>Salim has cited modern classics like Hollow Knight and Ori and the Will of the Wisps as inspiring the game's action gameplay. It's a sleek and smaller-scale ""Metroidvania,"" so named because Nintendo's Metroid and Konami's Castlevania set the early template for the genre. ZAU has all the staples. It's got characteristically sprawling levels that require you to backtrack to discover secrets enabled by new power-ups. But it's also got frictionless movement, frantic combat, and a lush soundtrack that soars in the game's dramatic boss fights.From enemies like the Tokoloshe and Kongamato, which represent chaos and brutality, to the Kivulian Woodlands, home to one of three Great Spirits Zau must subdue, the game presents a fierce and entrancing ecosystem. Thankfully, Zau's Masks of the Sun and Moon give him the firepower and speed he needs to overcome each challenge. You can switch between them at the tap of a button: the Moon offers quick ranged attacks, while the Sun enables heavier melee strikes. Brutish enemies with Spiritual Overshields require you to mix and match between the Sun or Moon to take them down. There is a skill tree, but it's pretty spare — both Sun and Moon paths have seven skills to choose from, requiring Shaman Points gained from bludgeoning the life out of baddies. Doing so will also fill up to two energy meters. You can spend one to heal or two to unleash ultimate attacks: the Sun Mask's Supernova summons a flaming tornado, while the Moon Mask's Lunar Blast takes a page out of Iron Man's book with a laser that cuts across the screen. While the game suffers from poor enemy variety, this combat system is simple and nearly perfect. I wish it gave you a slightly larger window to cancel attacks with a dash.Zipping around the game is nearly as smooth as its visuals. Early on, Zau races forward with a double jump and air dash. Later, he'll find a hook shot and powers like Tshukudu's Might, a special ability that allows him to burst forward to destroy barriers between levels. While the game could have benefited from better navigation features to assist with backtracking, like the snapshot system in  this year's Prince of Persia: The Lost Crown , it's a joy to explore.  <h2>Laying to rest</h2>Through the game's four acts, Zau helps the characters he encounters, with each embodying a response to grief. It could be a young girl hoping to reunite with a lost Spirit, an exhausted warrior trying to find his missing son or a weary fellow shaman searching vainly for the ingredients to a restorative tonic. Throughout it all, Zau contends with Kalunga, God of Death, resisting his proffered wisdom as he seeks to do things his way. Each time, Zau finds healing, but rarely in the manner he expects.Tales of Kenzera: ZAU  isn't the first game to examine grief , but it's a standout among stories featuring Afro-futurism. It's tender with its protagonist and the restless spirits fighting him until they all come to terms with the weight of life, death and loss. The symbolism infused into masks, weapons and architecture speaks to the care Surgent Studios took in translating Bantu culture into a fantasy video game.  This journey transforms Zau and, through him, Zuberi. That meta structure invites players to consider how they'd deal with loss. Fortunately, I still have my father, but the game reminded me that our time is short. Tales of Kenzera: ZAU's brilliance comes from pairing this memento mori with a satisfying, familiar game genre. Even though it may not be as innovative as other Metroidvanias, its heart-rending acting and peerless presentation add up to a game I'll be thinking about for years to come. ",2024-04-22 17:00:00 PM EEST,NPR,'Tales of Kenzera: ZAU': A deep story about grief leavened by satisfying gameplay,https://www.npr.org/2024/04/22/1245977966/tales-of-kenzera-zau-review
