authors,body,datetime,news_site,title,url
"Drew Weisholtz, TODAY","Time will tell if it’s another Dream Team, but the roster for the United States men’s basketball team at the upcoming  2024 Summer Olympics  in Paris was officially revealed Wednesday on ""TODAY.""The men’s team has a decorated history at the Olympics, and this year’s squad is seeking to defend the gold medal that Team USA won at the Tokyo Olympics in 2021.The U.S. has a stranglehold on the gold: It has  won 16 gold medals  and has been the top team at each Games dating back to 2004, when Argentina stunned the U.S. in the semifinals en route to claiming the gold medal.Here’s a look at who will represent the red, white and blue in Paris, along with which team they play for in the NBA.LeBron James — Los Angeles LakersStephen Curry — Golden State WarriorsKevin Durant — Phoenix SunsJoel Embiid — Philadelphia 76ersAnthony Davis — Los Angeles LakersDevin Booker — Phoenix SunsAnthony Edwards — Minnesota TimberwolvesJayson Tatum — Boston CelticsBam Adebayo — Miami HeatTyrese Haliburton — Indiana PacersJrue Holiday — Boston CelticsJames will be playing in his fourth Olympics. He  won a bronze medal in 2004 and gold  in 2008 and 2012.Curry, meanwhile, has enjoyed a decorated career, but this will mark his first appearance in an Olympics.Durant has the chance to make history when he takes the court in Paris. He’s one of two players, along with Carmelo Anthony, to  win three gold medals  in men’s basketball, and could be the first to win a fourth.<h2>Who will coach the team?</h2>Golden State Warriors head coach Steve Kerr, who has led his team to four NBA titles, will man the sidelines in Paris. He was an assistant on the 2021 team that won gold in Tokyo.<h2>When does the team play?</h2>Here’s a look at the team’s Olympic schedule as it currently stands:July 28 — SerbiaJuly 31 — South SudanAug. 3 — Qualifying team from the  FIBA Olympic Qualifying Tournament  that runs from July 2 until July 7 and features Mexico, Ivory Coast, Lithuania, Italy, Puerto Rico and Bahrain.<h2>How can I watch the team’s games in the Olympics?</h2>The Olympic matchups will be televised by NBC and streamed on Peacock. ",2024-04-17 15:59:00 PM EEST,NBC,Team USA basketball roster announced: See the men's team for 2024 Paris Olympics,https://www.nbcnews.com/sports/olympics/team-usa-basketball-roster-announced-see-mens-team-2024-paris-olympics-rcna148155
"Keir Simmons,Alex Holmes","PARIS — Meandering down   the  Seine  R iver , the light breeze, gentle current and the sun’s glistening rays weren’t the only things the three kayakers were hoping to catch on a warm spring day — they were also on the hunt for garbage. By attaching nylon stockings to the side of their kayaks, they scooped up even the smallest fragments of plastic, as well as the everyday detritus of life in the French capital that washes to the river’s surface every time it rains. The members of the Arc de Seine Kayak club then sent what they had collected to be tested for bacterial levels. “My kayak capsized this morning and I’m OK,” a laughing Paul Maakad told NBC News on Sunday, at the Pont de Sevres in central Paris. But while Maakad, 40, and his fellow boaters said they were not scared of getting into the river, with less than 100 days to go before the 2024  Paris Olympics , fears are growing that events like the marathon swim, the triathlon and the paratriathlon could be postponed or canceled because of high pollution levels, or that the flotilla-based opening ceremony could be affected.Earlier this month, Tony Estanguet, the president of the Paris Organizing Committee, expressed confidence ""that it will be possible to use the Seine,” but admitted that the swimming leg of the triathlon could be canceled if pollution levels are too high.  ""It’s what we want to avoid, of course,” he said . His comments came days after  a French charity warned  that bacteria, including “pollution of fecal origin,” was far higher in the river than permitted. As part of an ambitious plan to open up the Seine to public swimmers by 2025 — after being illegal for 100 years because of dangerously high pollution levels — France has spent 1.4 billion euros ($1.5 billion) on altering and upgrading the city’s antiquated sewage system, which now includes a 13-million-gallon overflow tank called the Austerlitz Basin. But in August, the swim portion of the test marathon event was canceled because the river failed pollution tests.As the starting gun to the Games approaches, Fluidion, one of the companies the city of Paris contracted to monitor bacteria in the water,   exclusively shared its findings with NBC News. A sample of water collected by the Pont Alexander III bridge, in the city’s center, showed E. coli levels two-and-a-half times the level considered safe for swimming. But that in itself isn’t necessarily a concern for the Games themselves, according to  Dan Angelescu , the CEO of Fluidion, a tech company that develops water testing products. “In the summer when there is a lot of sunlight, when the water flow, river flow rate is really low, and when there is no rain for several weeks, let’s say two or three weeks without rain, you can actually reach really good water quality conditions,” he said in an interview this month.But he added that even a small rain event could make  E. coli  levels shoot up. “You may swim in very polluted water and nothing may happen to you, or you may swim and you may develop itches, or you may develop infections, or you may catch a strain of E. coli that may be pathogenic,"" he said. ""Those aren’t very common, but they exist, and that could get you really sick.” But he cautioned that exposure to other pathogens associated with the presence of E. coli could lead to contracting a norovirus, diarrhea “or you could get certain diseases that can really kill you.”In a bid to boost public confidence, French President  Emmanuel Macron  and Paris Mayor Anne Hidalgo have both promised to swim in the river to prove its cleanliness.Pierre-Antoine Molina, a director of public policy in Paris, said he would follow suit. In an interview Monday, he said that water pollution in the river “has been gradually improving.”   He added that the work to upgrade the city's sewage system had led to the modernization of wastewater treatment plants and an improvement in the network that separates wastewater and rainwater. “It’s an ancient city going back to Roman times, so inevitably that’s a big task,” he said, adding that a lot of buildings had been gone up after  World War II  “and the sewage system did not always cope.” Around 30 miles downstream   from Paris, Edouard Combette, 50, showed no fear as he plunged headfirst into the storied waterway, which has inspired artists like the impressionist painter Claude Monet.   “Life is good here,” he said after coming up for air, adding that he didn’t know whether the water was completely safe.  “Don’t drink the water. You can swim, but don’t drink,” he said. “I haven’t heard of anyone dying or getting sick.”",2024-04-21 11:59:00 AM EEST,NBC,Inside the Olympic effort to clean up the River Seine — and why it may be spoiled by a rainy day,https://www.nbcnews.com/news/world/olympic-effort-clean-river-seine-may-spoiled-rainy-day-rcna147966
Greg Rosenstein,"The first round of the 2024 NFL Draft takes place Thursday at 8 p.m. in Detroit, a night that could alter the future of many franchises. The Chicago Bears, Washington Commanders and New England Patriots own the top three selections, and many speculate those picks going to quarterbacks, which has happened three other times, most recently in 2021. USC signal-caller Caleb Williams is all but certain to go No. 1, so the intrigue officially starts with Washington. Which quarterback will the new general manager, Adam Peters, take? That’s just one of the many storylines to watch on ABC, ESPN or the NFL Network.Is Williams guaranteed to go to Chicago?Nothing is guaranteed until NFL Commissioner Roger Goodell steps up to the podium and reads his name but, essentially, yes. Williams, the consensus top prospect, threw for 3,633 yards, 30 touchdowns and five interceptions last season. He won the Heisman Trophy as the best player in college football the prior year after taking the Trojans from four wins to an 11-win team. Williams threw for 4,075 yards, 37 touchdowns and only four interceptions over 13 games in 2022.He will join a retooled Chicago team that traded for six-time Pro Bowl receiver Keenan Allen and signed running back D’Andre Swift in free agency this offseason. Williams will also be able to throw the ball to rising stars in receiver D.J. Moore and tight end Cole Kmet.What will the Commanders do at No. 2?Like the Bears, the Commanders have been desperate for a franchise quarterback for more than three decades. There was a glimmer of hope with Robert Griffin III, the 2012 NFL Offensive Rookie of the Year, but multiple injuries over the next seven seasons led to an early exit from the league. Will this  finally  be Washington’s chance to turn around the franchise?The Commanders have a new owner in Josh Harris and a new general manager in Peters, and both have been tight-lipped on whom they might select. But all signs point to either LSU quarterback Jayden Daniels or University of North Carolina quarterback Drake Maye.The 6-foot-4, 210-pound Daniels won the 2023 Heisman Trophy after one of the most electrifying seasons in college football history. He threw for 3,812 yards, 40 touchdowns and only four interceptions, while also adding 1,134 yards and 10 touchdowns on the ground. Maye, at 6-foot-4 and 230 pounds, boasts the prototypical size for the position and has drawn comparisons to Los Angeles Chargers signal-caller Justin Herbert. After being named 2022 ACC Player and Rookie of the Year as a sophomore, he threw for 3,608 yards, 24 touchdowns and nine interceptions as a junior.University of Michigan quarterback J.J. McCarthy, who led the  Wolverines to their first national title  since 1997, is also reportedly being considered.Patriots could look to trade downNew England is still looking to find a replacement for legendary quarterback Tom Brady, who left the franchise in 2019. Mac Jones, a first-round pick in 2021, looked promising as a rookie but saw production drop off over the last two seasons. He was dealt to the Jacksonville Jaguars this offseason. The Patriots signed Jacoby Brissett, though he’s not expected to be the long-term starter. Will they instead take whoever is left among  Daniels, Maye and McCarthy? If not, a trade down with a team such as the New York Giants, Minnesota Vikings or Las Vegas Raiders could be in play. All are searching for a quarterback and would give up a multitude of picks to secure that. The Patriots, who finished 4-13 last season and has holes all over the roster, could use those extra picks to expedite a rebuild. Which wide receiver will go first? For much of the past year, Ohio State receiver Marvin Harrison Jr. has been the presumptive top wideout available. It’s still likely he is the first pass-catcher off the board, but LSU’s Malik Nabers and the University of Washington’s Rome Odunze have reportedly seen their stock rise enough this offseason to make it a competition. Harrison, the son of longtime Indianapolis Colts star receiver Marvin Harrison, is arguably the greatest receiver in Ohio State history. He won the Biletnikoff Award last season as the most outstanding receiver in college football after catching 67 passes for 1,211 yards and 14 touchdowns. Nabers will look to become the next star receiver from LSU, joining the likes of Justin Jefferson, Ja’Marr Chase and Odell Beckham Jr. The 6-foot, 199-pound Nabers catches everything in sight and will provide a team with instant playmaking ability. He hauled in 89 passes for 1,569 yards and 14 scores.Odunze, at 6-foot-3, 215 pounds, possesses elite size for the position. He set a program record with 1,640 receiving yards last season, the highest total in the country and the third-most ever in the Pac-12.Defensive players expected to waitGenerally speaking, this draft is known for elite offensive prospects. We could see five quarterbacks, six receivers and potentially double-digit offensive linemen picked in the first 32 selections. But let’s not forget about a few defensive studs. Pass rushers Dallas Turner (University of Alabama) and Jared Verse (Florida State) as well as defensive tackle Byron Murphy III (University of Texas) will all be in the mix to come off the board early. Sad night for Panthers fansThe Carolina Panthers finished last season with a league-worst 2-15 record. Top pick and quarterback Bryce Young struggled mightily as a rookie (though he didn’t have much to work with) and the team has many areas of concern. They should have the No. 1 pick in the draft for a chance to turn around the franchise, but alas … they have zero first-round selections. Carolina surrendered Moore, 2023 first- and second-round picks, a 2024 first-round pick and a 2025 second-round pick for the chance to take Young last year. If he doesn’t improve quickly, and that’s a big if, it will go down as one of the worst trades in NFL history. Panthers fans can probably just take Thursday night off.",2024-04-24 14:00:00 PM EEST,NBC,"2024 NFL Draft: Top prospects, storylines to watch ahead of Thursday's first round",https://www.nbcnews.com/news/sports/nfl-draft-2024-prospects-picks-teams-date-time-when-rcna148793
The Associated Press,"MILWAUKEE — Indiana Pacers guard Tyrese Haliburton said a fan directed a racial slur at his younger brother during Game 1 of an Eastern Conference first-round playoff series with the Milwaukee Bucks.“My little brother in the stands the other day was called an N-word,” Haliburton said after the Pacers’  125-108 Game 2 victory  over the Bucks on Tuesday night. “It was important for us as a family to just address that. That was important for us to talk about because that didn’t sit right with anybody in our family. It’s just been important to have my family here right now, and my little brother’s handled that the right way.”The Bucks were asked about Haliburton’s comments after Tuesday’s game.“An arena guest services representative reported that during Sunday’s game a few guests were not sitting in their correct seats,” a Bucks spokesman responded. “The guest services representative asked the group to move one section over to their correct seats. Then, one of the individuals in the group claimed to the representative that a person sitting in front of him had used a derogatory term toward him. The accused person denied the accusation. The group moved to their correct seats and no further incident was reported.“We take our fan environment extremely seriously and are committed to providing a safe and secure experience.”Haliburton was making his playoff debut in his home state. He grew up and went to high school in Oshkosh, Wisconsin, about 90 miles northwest of Milwaukee.The Bucks had beaten the Pacers  109-94 in Game 1  on Sunday before Indiana evened the series Tuesday. Game 3 is Friday at Indianapolis.",2024-04-24 16:38:00 PM EEST,NBC,Pacers star Tyrese Haliburton says rival fan directed racist slur at his brother during playoff game,https://www.nbcnews.com/news/sports/pacers-tyrese-haliburton-says-fan-racist-slur-rcna149129
The Associated Press,"Golden State guard Stephen Curry knew he was running out of chances to play in what would be  his first Olympics , so he and his wife Ayesha started planning many months ago about how to make the Paris Games work for their family.Their growing family, that is.Ayesha Curry revealed in March that she is pregnant with the couple’s fourth child and the baby is due in June. That’s not entirely by accident; the couple thought ahead with hopes of keeping the Olympic months of July and August clear — just in case.“We thought about it ahead of time, which was nice,” Curry said. “If the timing didn’t work at a certain month in the fall, we actually would have made a different decision knowing the Olympics were on the radar. So, thankfully, the Lord looked out for us and if everything goes to plan, I’ll be available this summer.”That is, indeed, the plan. Curry was one of the 12 names formally announced by USA Basketball on Wednesday as the initial roster for this year’s Paris Olympics. It’s entirely possible that the roster gets tweaked between now and the first practice in early July — injuries or long playoff runs could spark changes — but Curry has been planning to make his Olympic debut this summer for some time.“I wanted to play in the last two that I was eligible for,” Curry said, referring to the 2016 Rio de Janeiro Games and the Tokyo Games that were delayed to 2021 because of the pandemic. “Watching guys that I’ve been competing against the last 10 years all have that experience win gold medals, watching three of my teammates (Kevin Durant, Klay Thompson and Draymond Green) win gold medals, I knew I wanted to do that.”It would be logical to think that part of the recruitment pitch to Curry this time around was the fact that the Olympic team is coached by Steve Kerr, his coach with the Warriors.That wasn’t really the case. Curry had talks with Durant and LeBron James about teaming up — those talks sparked in part by the U.S. taking a less star-studded team to the World Cup at Manila last summer and finishing fourth — but Kerr wasn’t pushing his best player to play this year.“He wanted to do it,” Kerr said. “He’s excited. I think 2016 would have been the year that made the most sense. In 2020, there was the pandemic. But I’ve never had the discussion with him. Going to the Finals wears you down and we had gone in 2015 and 2016. Then 2021 comes around, there was the pandemic, but now, it makes perfect sense. It’s another box to check in his career.”There aren’t too many of those boxes unchecked. And this might really be the last one of any significance left.He’s the NBA’s all-time 3-point recordholder, a four-time NBA champion, 10-time All-Star, nine-time (and probably soon to be 10-time) All-NBA selection, a two-time scoring champion, a two-time MVP, a Finals MVP, an All-Star MVP and a member of the league’s 75th anniversary team. He even helped put together one of the more memorable moments in All-Star history this year,  when he faced off with WNBA star Sabrina Ionescu  — someone he simultaneously mentors and admires — in a 3-point contest.The legacy has long been secure. But a little extra gold wouldn’t hurt.“That’s the goal,” Curry said.Curry and the Warriors won 46 games this season but didn’t make the NBA playoffs, falling to Sacramento on Tuesday in an elimination game of the  Western Conference play-in tournament, 118-94.  So, the next time he’s slated to play for real is now July, when the Americans convene for training camp in Las Vegas. The U.S. opens Olympic play against Serbia on July 28.Curry has played with “USA” across his chest plenty of times before, going back 17 years. He was on the under-19 team that won gold at the 2007 Global Games and won silver in that year’s U19 world championships — “that burned,” Curry said, “because you hate losing at anything.”He hasn’t lost a game with the national team since — 18 games, 18 wins. The Americans went 9-0 on their way to gold at the 2010 world championship (now called the World Cup), then went 9-0 on the way to another gold at the World Cup in 2014.“I definitely wanted this experience,” Curry said of playing in an Olympics. “I think the timing is just right. I’m later in my career. This is probably the last opportunity I have to play. And that made it a much easier decision to say, ‘This makes sense.’ And then I was talking to some other guys who were interested in playing, so you knew this could be a great team.”",2024-04-18 05:13:00 AM EEST,NBC,Stephen Curry and wife Ayesha planned new baby around Paris Olympics,https://www.nbcnews.com/news/sports/stephen-curry-wife-ayesha-baby-paris-olympics-rcna148314
Denise Chow,"Federal officials on Monday unveiled a set of tools aimed at helping protect people in the United States from the  dangers of extreme heat .The resources, developed jointly by the National Oceanic and Atmospheric Administration and Centers for Disease Control and Prevention, include new color-coded heat forecasts and a public dashboard showing local heat risks and air quality levels.  New guidelines were also released for clinicians , instructing them on how to educate patients about coping with heat waves and the health impacts of extreme heat.The tools are part of a broader government initiative to better prepare the country for heat waves, which are increasing in frequency, intensity and duration as a result of climate change. Officials said these efforts are geared at raising awareness among those who are particularly vulnerable to extreme heat, including seniors, pregnant women, people with asthma, young children and individuals with certain underlying health conditions.Among the new tools is an experimental system from NOAA called “ HeatRisk ,” which provides a seven-day heat forecast for locations across the contiguous U.S. A numerical and color-coded scale shows users the potential dangers of heat and humidity in their area. That resource is designed to be used in conjunction with a new dashboard from the Centers for Disease Control and Prevention, which allows people to enter their zip code to see real-time and forecasted heat risks and air quality information. Together, the tools and guidelines can, for instance, help people identify a location to stay cool if they don’t have working air conditioning, recognize symptoms of heat-related illness or understand how their medications may interact with heat, CDC director Mandy Cohen said Monday in a news briefing.“Heat can impact our health, but heat-related illness and death are preventable,” Cohen said.Heat kills more people in the U.S. each year  than any other extreme weather event, including floods, hurricanes and tornadoes. Last year was the  planet’s warmest on record , and the summer was brutally hot for huge swaths of the U.S., particularly across the South and Southwest. NOAA officials said they hope the new resources will help communities plan for the upcoming summer months. The agency has said it expects temperatures for much of the U.S. in May and June to be above average, ahead of what is expected to be another hot summer across the country.“When it comes to heat, it’s never too early to prepare,” NOAA administrator Rick Spinrad said in the briefing.On NOAA's HeatRisk tool, the scale ranges from 0 or green, meaning little or no risk from expected heat, to 4 or magenta, which indicates extreme and/or long-duration heat-related impacts.The risk levels account for the projected high and low temperatures, and factor in the cumulative impacts of heat over daytime and nighttime conditions, according to NOAA. The outlooks are designed to be personalized by location, since a 100-degree Fahrenheit day in Miami will feel different from a 100-degree day in Phoenix, for example.The forecasts also include historical context to help people understand how unusual the projected temperatures will be for any given time of year. Ken Graham, director of NOAA’s National Weather Service, said the tools could help users plan when to limit time outdoors or put off certain strenuous activities. The idea is to give people more context to supplement the heat watches and warnings that the agency issues, he added.NOAA said the National Weather Service initially developed a prototype of the HeatRisk tool for California in 2013. In 2017, the project was expanded to include all Western states, and it is now available experimentally across the contiguous U.S. Members of the public can  submit feedback  on the tool to the National Weather Service through Sept. 30.",2024-04-22 23:09:00 PM EEST,NBC,New tools from NOAA and CDC show people their risk from heat as another hot summer looms,https://www.nbcnews.com/science/science-news/heat-forecast-tools-noaa-cdc-show-risk-rcna147909
Greg Rosenstein,"The Detroit Lions are officially solidifying their future. The team and star wide receiver Amon-Ra St. Brown agreed to a four-year contract extension worth more than $120 million, with $77 million of that guaranteed,  according to NFL Network . St. Brown, 24, was entering the final year of his rookie contract. The Lions also signed All-Pro offensive tackle Penei Sewell to a four-year, $112 million extension, according to the NFL Network. The new deal makes Sewell the highest-paid offensive lineman in the league. St. Brown caught 119 passes (second in the NFL) for 1,515 yards (third) and 10 touchdowns (tied for fourth) last season, earning All-Pro honors. Sewell was Pro Football Focus’ top-rated offensive tackle for the second straight season after he allowed just one sack and committed seven total penalties all year. St. Brown and Sewell — along with quarterback Jared Goff and head coach Dan Campbell — were instrumental in Detroit’s recent turnaround. After a 3-13-1 record in 2021, the Lions won nine and 12 games, respectively, over the last two seasons. Detroit won its first playoff game in 32 years last season, defeating former quarterback Matthew Stafford and the Los Angeles Rams, and advanced to the NFC Championship Game before it fell to the San Francisco 49ers. The Lions hold the 29th overall pick in  Thursday’s NFL  d raft . ",2024-04-24 22:04:00 PM EEST,NBC,Upstart Lions solidify future with extensions to star receiver and lineman,https://www.nbcnews.com/news/sports/lions-stars-wr-amon-ra-st-brown-ot-penei-sewell-agree-extensions-repor-rcna149190
David K. Li,"Onetime  University of Southern California football  great  Reggie Bush  will again be known as a Heisman Trophy winner,  regaining the college game's top hono r  after an  improper benefits scandal  tarnished his storied amateur career, officials said Wednesday.The Trojans running back was named college football's best player in 2005, convincingly winning the vote over star quarterbacks of the time such as Texas' Vince Young, Bush's teammate Matt Leinart, Notre Dame's Brady Quinn and Penn State's Michael Robinson.But five years later,  that honor was taken  away from Bush in the wake of allegations that his family received benefits from an agent while he was still a student-athlete at USC.USC had surrendered the replica of the trophy it had displayed on campus, and Bush was no longer invited to Heisman Trophy ceremonies.“I am grateful to once again be recognized as the recipient of the Heisman Trophy,” Bush said in a statement Wednesday. “This reinstatement is not only a personal victory but also a validation of the tireless efforts of my supporters and advocates who have stood by me throughout this arduous journey.”Bush  posted  a pho t o of himself on  Instagram  of himself standing with the trophy Wednesday and a caption reading, ""No one can take from you what God has for you.""Heisman officials said  it was difficult to maintain sanctions against Bush when modern college athletes are profiting from  their name s  and likeness es . And just last month , former Texas A&M quarterback Johnny Manziel, the 2012 winner,  said he wouldn't attend  any Heisman ceremonies if Bush remained banned.The annual award is given out in December in New York City. The 2023 honor went to  LSU quarterback Jayden Daniels .“We are thrilled to welcome Reggie Bush back to the Heisman family in recognition of his collegiate accomplishments,” Heisman Trophy Trust President Michael Comerford said in a statement.“We considered the enormous changes in college athletics over the last several years in deciding that now is the right time to reinstate the Trophy for Reggie. We are so happy to welcome him back.” Bush's name was listed on the Heisman Trophy's website Wednesday  as  the  winner of the 2005  honor .  As recently as April 11, the site  listed no winner for 2005 .Bush still insists he did nothing wrong.“I want to make it abundantly clear that I have always acted with integrity and in accordance with the rules and regulations set forth by the NCAA,” he said. “The allegations brought against me were unfounded and unsupported by evidence, and I am grateful that the truth is finally prevailing.”Bush's 2005 season was one of the greatest of recent college football, as he rushed for 1,740 yards on 200 carries for a whopping 8.7 yards-per-carry average.  The Trojans were undefeated for 12 games before Texas vanquished them  in an epic Rose Bowl game , 41-38.Bush was the  second overall pick of the 2006 NFL  d raft  by the New Orleans Saints, launching an 11-season pro career that also included stops in Miami, Detroit, San Francisco and Buffalo. Injuries limited Bush to just 70 carries in the 2009 regular season — though he came through in a huge moment of that season's NFC title game, scoring a late TD on a 5-yard pass from Drew Brees.The Saints won that game, and two weeks later, they captured  the franchise's only Super Bowl  title  by beating the Indianapolis Colts.While Bush never regained the electricity of his USC days, he still logged some productive seasons, particularly in his career's later stages.He rushed for 1,086 yards for the Dolphins in 2011 and ran for 1,005 yards for Detroit in 2013.Younger football fans and those who don't follow sports might know Bush best for dating reality TV star Kim Kardashian. He even appeared on a handful of  ""Keeping Up with the Kardashians""  episodes. ",2024-04-24 17:23:00 PM EEST,NBC,Reggie Bush getting Heisman Trophy back after it was stripped from him 14 years ago,https://www.nbcnews.com/news/sports/reggie-bush-getting-heisman-trophy-back-was-stripped-14-years-ago-rcna149142
Patrick Smith,"Simone Biles  has said she was scared to return to the U.S. after she pulled out of a gymnastics final at the Tokyo Olympics while grappling with the ""twisties.""Biles, 27 — the most decorated athlete the sport has ever seen, with 37 world and  Olympic  gold medals — has spoken out about the huge pressure she felt from at home and abroad when she  withdrew from the team final  at the Games in the summer of 2021.""America hates me. The world is going to hate me. I can only see what they’re saying on Twitter right now,"" she recalled feeling in an interview with on the ""Call Her Daddy"" podcast, which was provided exclusively to ""TODAY."" The full podcast is due to be published Wednesday.Biles stunned millions watching around the world by failing to execute her vault routine and landing awkwardly. She pulled out of the team final and the individual all-round final, sparking a conversation about mental health and the pressures of elite sports.Biles explained at the time that the “twisties” is when a gymnast loses spatial awareness midair and can’t judge when and where to land.""So I open landed like that, and as soon as I land, I kind of grin, and I’m like, 'S---,'"" she said in the preview clip.Biles managed to compete in the beam final, taking home the bronze medal — an achievement she rated as  her most meaningful  in a glittering Olympic career.""If I could’ve gotten on a plane and flown home, I would’ve done it. I thought I was going to be banned from America, ’cause that’s what they tell you: 'Don’t come back if not gold. Gold or bust. Don’t come back,'"" Biles said on the podcast.It remains unclear whether Biles will compete in the  Paris Olympics , which kicks off in the French capital  in 100 days .But Biles has strongly hinted that is her goal.She told ""TODAY"" last year: ""I would say that’s the path I would love to go, so I wouldn’t mind if you put it in the ‘yay’ section.""Biles ended a two-year break from elite competition  last year , coming back to win an eighth individual title in the U.S. before winning a sixth world all-round title a few weeks later.She is  due to compete  at the U.S. Classic in Hartford, Connecticut, next month. The opening ceremony of the  Paris Olympics  is on July 26.",2024-04-17 14:09:00 PM EEST,NBC,'America hates me': Simone Biles opens up about the 'twisties' in Tokyo,https://www.nbcnews.com/sports/olympics/simone-biles-paris-olympics-twisties-gymnastics-america-hates-me-rcna148139
Liz Szabo,"Hospitalized women are less likely to die or be readmitted to the hospital if they are treated by female doctors, a study published Monday in the  Annals of Internal Medicine  found. In the study of people ages 65 and older, 8.15% of  women treated by female physicians  died within 30 days, compared with 8.38% of women treated by male physicians. Although the difference between the two groups seems small, the researchers say erasing the gap could save 5,000 women’s lives each year. The study included nearly 800,000 male and female patients hospitalized from 2016 through 2019. All patients were covered by Medicare. For male hospitalized patients, the gender of the doctor didn’t appear to have an effect on risk of death or hospital readmission.The data alone doesn’t explain why women fare better when treated by other women. But other studies suggest that women are less likely to experience “miscommunication, misunderstanding and bias” when treated by female doctors, said lead study author Dr. Atsushi Miyawaki, a senior assistant professor of health services research at the University of Tokyo Graduate School of Medicine.The new research is part of a growing field of study examining why women and minorities tend to receive worse medical care than men and white patients. For example, women and  minority patients  are up to 30%  more likely to be misdiagnosed  than white men.“Our pain and our symptoms are often dismissed,” said Dr. Megan Ranney, dean of the Yale School of Public Health. “It may be that women physicians are more aware of that and are more empathetic.”Research shows that women are less likely than men to receive intensive care but more likely to report having negative experiences with health care, having their concerns dismissed, and having their heart or pain symptoms ignored, the authors wrote in the new study. Male physicians are also more likely than female doctors  to underestimate women’s risk of stroke .Part of the problem, Miyawaki said, is that medical students get “limited training in women’s health issues.”Dr. Ronald Wyatt, who is Black, said his 27-year-old daughter recently had trouble getting an accurate diagnosis for her shortness of breath. An emergency room physician told her the problem was caused by asthma. It took two more trips to the emergency room for his daughter to learn that she actually had a blood clot in her lungs, a potentially life-threatening situation.“There is a tendency for doctors to harbor sexist stereotypes about women, regardless of age, such as the notion that women’s symptoms are more emotional or their pain is less severe or more psychological in origin,” said Wyatt, former chief science and chief medical officer at the Society to Improve Diagnosis in Medicine, a nonprofit research and advocacy group.Women seem to experience fewer of these problems when treated by other women.For example, a study published  JAMA Surgery in 2021  found that women patients developed fewer complications if their surgeon was female. Another  JAMA Surgery study published in 2023  found all patients had fewer complications and shorter hospital stays if they were operated on by female surgeons, who worked more slowly than their male counterparts.Women primary care doctors also tend to  spend more time with their patients , Ranney said. Although that extra attention is great for patients, it also means that women see fewer patients per day and earn less, on average, than male doctors.Dr. Ashish Jha, dean of the Brown University School of Public Health, said several studies suggest that female doctors  follow medical evidence and guidelines , and that their patients  have better outcomes. “There’s lots of variation between women and men physicians,” said Jha, who was not involved in the new study. Women “tend to be better at communication, listening to patients, speaking openly. Patients report that communication is better. You put these things together, and you can understand why there are small but important differences.”The authors of the study said it’s also possible that women are more forthcoming about sensitive issues with female physicians, allowing them to make more informed diagnoses.That doesn’t mean that women should switch doctors, said Dr. Preeti Malani, a professor of medicine at the University of Michigan. For an individual patient, the differences in mortality and readmission rates seen in the new study are tiny.“It would be a mistake to suggest that people need to find physicians of the same gender or race as themselves,” Jha said. “The bigger issue is that we need to understand why these differences exist.”Malani said she’s curious about what women doctors are doing to prevent patients from needing to be readmitted soon after discharge. “How much care and thought is going into that discharge plan?” Malani asked. “Is that where women are succeeding? What can we learn about cultural humility and asking the right questions?”Others aren’t convinced that the new study proves a physician’s gender makes a big difference.Few hospitalized patients are treated by a single doctor, said Dr. Hardeep Singh, a professor at Baylor College of Medicine in Houston and a patient safety researcher at the Michael E. DeBakey VA Medical Center.Hospital patients are treated by teams of physicians, especially if they need specialist care, in addition to nurses and other professionals, Singh said.“How often do you see the same doc every day in the hospital?” Singh asked. “The point is that it’s not a one-man or one-woman show. Outcomes are unlikely to depend on one individual, but rather on a clinical team and the local context of care. … One name may appear on your bill, but the care is team-based.”However, Singh said his research on misdiagnoses shows that doctors in general need to do a better job listening to patients.Jha said he’d like the health system to learn what women doctors are doing right when they treat other women, then teach all physicians to practice that way.“We should train everyone to be better at generating trust and being worthy of trust,” Jha said.Wyatt said the country needs to take several steps to better care for women patients, including “de-biasing training” to teach doctors to overcome stereotypes. The health care system also needs to increase the number of women physicians in leadership, recruit more female doctors and do a better job at retaining them. All physicians also need more understanding of how adverse childhood experiences affect patient health, particularly for women, he said.“More than once I’ve had white female patients tell me they came to be because I listened and they trusted me,” Wyatt said.",2024-04-23 00:09:00 AM EEST,NBC,"Women are less likely to die when treated by female doctors, study suggests",https://www.nbcnews.com/health/health-care/women-are-less-likely-die-treated-female-doctors-study-suggests-rcna148254
